Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
0.01369553919947301,0.011635906982539109,0.00231567727768377,0.006211350510871582,0.009590631300976685,0.010773169709105638,0.015235122540924753,0.009719741586212829,0.008669893543293141,Moderate
0.013006166420976047,0.014884510454821599,0.0010242418728216673,0.004233434426404095,0.015629176934924972,0.011358668062861378,0.014526512190184067,0.009256896748774123,0.016605971645617897,Moderate
0.01061634078885324,0.01470731390178801,0.011890112175799357,0.01172869537807036,0.01238155575364186,0.014754558514644679,0.014437935896341481,0.008022643848937572,0.016823398442941864,Moderate
0.012454668198178477,0.007698205804014875,0.0027164675757444224,0.002186117777569328,0.006850450929269062,0.006206282549810857,0.010186273791897365,0.017125258985232126,0.014975270665688153,Good
0.012178919086779691,0.013919773666083164,0.003072725618465003,0.00555204514938242,0.011112953729703143,0.006557581562064301,0.008946205678101164,0.019593764784905224,0.008235039948645209,Good
0.018107524981853577,0.019019096692272044,0.006501709279650585,0.012318600175192243,0.02176921073078835,0.020960841064455536,0.016120885479350613,0.00478272998686663,0.01831820767454413,Hazardous
0.01916456324221559,0.01624301736141246,0.0007570483407812325,0.00548264458501514,0.015781409177797617,0.014871658185395827,0.01594373289166544,0.00709695417406016,0.01997608700413937,Poor
0.014247037422270582,0.011734349512002215,0.002226612767003625,0.0058296474068515415,0.012280067591726762,0.015925555222156162,0.012223528550276837,0.009719741586212829,0.012040008901814612,Moderate
0.013511706458540487,0.01846781852727865,0.004586822300027468,0.007876964055686308,0.022885580511854423,0.013817761148635494,0.01798098765004491,0.00833120707389671,0.013208677937430928,Poor
0.015258117497399463,0.015849247243560037,0.004943080342748048,0.00846686885280819,0.016238105906415553,0.017916249624925683,0.014969393659396996,0.007559799011498868,0.01454041707104022,Poor
0.01208700271631343,0.012935348371452104,0.0005789193194209425,0.0019085155201002068,0.009286166815231395,0.006908880574317747,0.007528984976619791,0.020056609622343933,0.014377346973047246,Good
0.014936410200767546,0.010080515017022037,0.0007125160854411601,0.003643529629282213,0.0109607214868305,0.02260023645497161,0.013552172957915625,0.009102615136294555,0.014105563476392288,Moderate
0.009191637046626181,0.01049397364076708,0.0016476934475826825,0.004476336401689576,0.013244205129920186,0.007728578269575783,0.009654816028841851,0.01573672447291601,0.014621952120036707,Good
0.013144040976675441,0.010572727664337566,0.012869821793280951,0.011798095942437642,0.011772626782151276,0.005269485183801671,0.00903478197194375,0.01697097737275256,0.013806601630071835,Good
0.010248675306988192,0.015849247243560037,0.0020039514903032623,0.004164033862036815,0.00872798192469836,0.007377279257322339,0.010452002673425121,0.016045287697875145,0.006305377122395012,Good
0.01470661927460189,0.0155342311492781,0.00997522519617624,0.010375384372908397,0.013954622263325866,0.013817761148635494,0.013109291488702695,0.012188247385885928,0.012067187251480108,Moderate
0.010524424418386977,0.01484513344303636,0.0020039514903032623,0.003608829347098573,0.009336910896188943,0.004332687817792486,0.008503324208888234,0.022216552197057895,0.00975702752991297,Good
0.017280277647657223,0.015987066784808386,0.012513563750560373,0.01964035971594031,0.0236974858071752,0.01604265489290731,0.01638661436087837,0.006325546111662317,0.015219875812677613,Poor
0.015947490275896425,0.01167528399432435,0.004007902980606525,0.005447944302831499,0.014462063072901352,0.008314076623331525,0.01346359666407304,0.009411178361253691,0.011876938803821638,Moderate
0.017372194018123482,0.01913722772762777,0.00026719353204043497,0.00853626941717547,0.018826054035250533,0.013700661477884344,0.010009121204212192,0.01187968416092679,0.021824214781393077,Poor
0.01268445912434413,0.008682631098645933,0.0015586289369025376,0.004996840634444178,0.01557843285396742,0.011007369050607936,0.00859190050273082,0.012342528998365496,0.00918628218693756,Moderate
0.01268445912434413,0.015258592066781401,0.0016922257029227548,0.0037823307580167735,0.0046177113671369225,0.0019906944027695203,0.009211934559628921,0.022216552197057895,0.014132741826057784,Good
0.011765295419681514,0.011478398935398138,0.00017812902136029002,-6.940056436728025e-05,0.012838252482259798,0.005269485183801671,0.008680476796573406,0.015428161247956871,0.014567595420705716,Good
0.011305713567350203,0.009529236852028644,0.003696177193226018,0.005343843456280579,0.011823370863108825,0.005386584854552819,0.009123358265786335,0.017279540597711696,0.012529219195793535,Good
0.012041044531080297,0.00982456444041796,0.0002226612767003625,0.0006940056436728025,0.01162039453927863,0.0026932924272764095,0.008326171621203063,0.027616408633842796,0.015790621155653023,Good
0.010386549862687586,0.012226562159317743,0.007303289875771889,0.007391160105115347,0.008930958248528555,0.005620784196055116,0.008237595327360478,0.0177423854351504,0.00880578529162062,Good
0.013787455569939272,0.013624446077693846,0.00089064510680145,0.0013533110051619649,0.007763844386504937,0.006089182879059709,0.009654816028841851,0.01558244286043644,0.008071969850652234,Good
0.017280277647657223,0.01421510125447248,0.0044977577893473225,0.005760246842484261,0.016339594068330653,0.007377279257322339,0.01638661436087837,0.005399856436784905,0.017312608736920785,Poor
0.01360362282900675,0.012915659865559483,0.001514096681562465,0.003227126243078532,0.010453280677255013,0.003395890451783299,0.009123358265786335,0.01573672447291601,0.012284614048804075,Good
0.024128047247393727,0.01651865644390916,0.030059272354548937,0.03164665735147979,0.01603512958258536,0.040516486079897295,0.020461123877637315,0.004474166761907493,0.021335004487414155,Hazardous
0.020543308799209518,0.01927504726887612,0.015408160347665087,0.01988326169122579,0.014259086749071158,0.026464525589759504,0.01576658030398027,0.005399856436784905,0.015274232512008604,Hazardous
0.010708257159319503,0.008899204663464767,0.0106877412816174,0.010063081833255636,0.01349792553470793,0.006206282549810857,0.008503324208888234,0.01681669576027299,0.01562755105766005,Good
0.01626919757252834,0.019727882904406406,0.009129112344714863,0.011520493684968523,0.01745596384939672,0.013700661477884344,0.01638661436087837,0.007868362236458004,0.011958473852818126,Poor
0.01364958101423988,0.01689273805586896,0.03758522350702119,0.03275706638135628,0.013548669615665478,0.023185734808727352,0.013729325545600796,0.015428161247956871,0.02022069215112883,Poor
0.010018884380822539,0.015672050690526445,0.0031617901291451475,0.0058296474068515415,0.007357891738844547,0.007025980245068895,0.008060442739675306,0.01666241414779342,0.012366149097800561,Good
0.01273041730957726,0.016951803573546823,0.03709536869828039,0.032444763841703514,0.012838252482259798,0.007962777611078081,0.015146546247082168,0.011416839323488085,0.01614393970130447,Moderate
0.012638500939111,0.0155342311492781,0.013448741112701895,0.011832796224621283,0.007763844386504937,0.0035129901225344476,0.008680476796573406,0.017125258985232126,0.012828181042113989,Good
0.012868291865276655,0.01421510125447248,0.008238467237913412,0.00867507054591003,0.012635276158429602,0.007143079915820042,0.011692070787221323,0.02036517284730307,0.013045607839437954,Good
0.010202717121755061,0.009844252946310581,0.0010242418728216673,0.0029148237034257707,0.011924859025023922,0.004332687817792486,0.008503324208888234,0.01573672447291601,0.01486655726702617,Good
0.015304075682632591,0.013801642630727435,0.024537272692379947,0.02522710514750637,0.020551352787807186,0.03594959892060251,0.018778174294628185,0.007559799011498868,0.016633149995283394,Hazardous
0.01723431946242409,0.016479279432123916,0.0013804999155422476,0.0007634062080400828,0.020043911978231698,0.034193103859335286,0.023118412692914887,0.003857040311989218,0.024406157999615173,Hazardous
0.01420107923703745,0.01858594956263438,0.021509079329255016,0.023283889345222523,0.01593364142067026,0.02728422328501754,0.015500851422452512,0.006634109336621455,0.02117193438942118,Poor
0.018061566796620444,0.0155342311492781,0.030682723929309954,0.029564640420461388,0.022175163378448742,0.015222957197649272,0.015057969953239582,0.01311393706076334,0.015491659309332571,Poor
0.011351671752583333,0.012777840324311137,0.007704080173832543,0.012839104407946845,0.01380239002045322,0.01744785094192109,0.013109291488702695,0.00848548868637628,0.01231179239846957,Poor
0.012776375494810394,0.01236438170056609,0.003874306214586307,0.0045804372482404964,0.015070992044391935,0.018501747978681423,0.012400681137962008,0.012496810610845064,0.016415723197959427,Moderate
0.007996724230564778,0.011124005829330957,0.001157838638841885,0.0023943194706711685,0.010656257001085207,0.004098488476290189,0.008149019033517892,0.01789666704762997,0.012909716091110477,Good
0.008318431527196695,0.013801642630727435,0.0013804999155422476,0.00281072285687485,0.009996583948637075,0.006791780903566598,0.010452002673425121,0.019902328009864363,0.007419689458680337,Good
